vote_id,congress,topic_id,topic,vote_time_year,vote_time_month,vote_time_date,vote_time_hour,vote_time_minute,vote_time_second,member_id,vote
29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,652,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,653,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,76,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,98,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,654,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,106,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,109,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,124,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,129,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,134,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,162,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,655,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,176,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,656,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,191,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,7,boðaði fjarvist

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,198,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,205,fjarverandi

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,657,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,8,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,12,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,658,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,251,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,264,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,280,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,287,fjarverandi

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,371,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,659,boðaði fjarvist

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,10,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,372,boðaði fjarvist

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,660,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,379,fjarverandi

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,383,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,386,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,396,fjarverandi

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,407,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,661,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,425,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,429,fjarverandi

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,662,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,477,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,491,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,501,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,663,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,664,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,530,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,538,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,557,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,560,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,579,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,13,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,632,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,633,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,634,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,630,fjarverandi

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,631,já

